p_creation_month,region,country,channel,network,sub_channel,os_name,spend,clicks,impressions,installs,signups,new_customers,ltv_projection_3yr
2024-01,SEE,Croatia,display,google,activation,android,441.9439036,2102.401002,299899.8644,19.18517672,15.80316907,35.60256173,15.60555068
2024-01,SEE,Croatia,paid_social,facebook,acquisition,android,644.7475875,3710.443988,530245.1733,188.9725966,83.22557515,19.90689071,42.74340426
2024-01,SEE,Croatia,paid_social,facebook,acquisition,ios,772.8966456,1762.167513,612044.2732,45.75910365,1.203039697,13.91875306,62.43971313
2024-01,SEE,Croatia,sem,adwords,brand_protection,web,1605.511205,7317.931557,14357.96792,0.0,12.79438873,78.63444699,31.19535463
2024-01,SEE,Croatia,sem,adwords,non_brand,web,284.0120821,853.3664647,10975.63399,0.0,3.625519212,5.406118584,83.50732612
2024-01,SEE,Serbia,display,google,acquisition,android,18050.03438,117578.6716,19380010.74,4502.192563,1825.15077,616.1990156,39.77851737
2024-01,SEE,Serbia,display,google,acquisition,ios,13308.11126,37983.72959,9373039.168,1539.199375,0.0,280.0080104,66.06212697
2024-01,SEE,Serbia,display,google,activation,android,1788.261747,10658.37261,1797617.453,58.42302825,46.14221398,61.27569265,42.61398702
2024-01,SEE,Serbia,sem,adwords,brand_protection,web,3683.774914,10477.44426,20894.91944,0.6126972662,11.52041722,86.3822344,54.70410795
2024-01,SEE,Serbia,sem,adwords,non_brand,web,4066.117696,26195.66202,174296.6608,0.0,31.13989277,130.7061993,44.00881451
2024-01,WE,Italy,apple_search_ads,apple_search_ads,brand_protection,ios,102655.4727,26691.98336,63943.42322,12148.10508,7370.491117,1942.271206,60.37188239
2024-01,WE,Italy,apple_search_ads,apple_search_ads,non_brand,ios,263192.1635,153038.6288,25806224.28,20185.92458,10796.25972,5131.790346,55.72499721
2024-01,WE,Italy,display,google,acquisition,android,71893.23076,146530.745,15615982.44,22614.5576,12421.88203,2704.027144,35.81873104
2024-01,WE,Italy,display,google,acquisition,ios,14594.23037,11974.98228,2501276.805,2972.833645,0.0,382.9190405,45.44389547
2024-01,WE,Italy,display,google,activation,all,1452.975322,3393.998582,432879.753,1.193476774,30.94563214,107.07393,15.85411362
2024-01,WE,Italy,display,google,activation,android,4448.722452,18982.26109,2992610.42,241.7226807,87.33170112,128.2353133,41.25522747
2024-01,WE,Italy,paid_social,facebook,acquisition,android,2926.649082,11159.14776,2402579.911,1667.546853,1028.413038,185.9999708,16.9515373
2024-01,WE,Italy,paid_social,facebook,acquisition,ios,4946.175759,16912.14424,4492953.351,493.4874607,7.788241913,157.2266997,31.50269313
2024-01,WE,Italy,paid_social,tiktok,acquisition,android,8839.79391,39254.08485,16327223.22,2437.586041,1670.48089,840.9908396,12.41721016
2024-01,WE,Italy,paid_social,tiktok,acquisition,ios,3980.311252,12999.86002,3893658.535,339.6864354,156.7432052,101.9798267,50.89054882
2024-01,WE,Italy,sem,adwords,brand_protection,web,37587.52828,87561.50635,168119.8093,0.0,107.5375997,1066.415676,42.61558718
2024-01,WE,Italy,sem,adwords,non_brand,web,21064.87632,57942.66774,682393.8378,4.826175857,144.9413768,780.4104337,30.74298908
2024-01,WE,Poland,apple_search_ads,apple_search_ads,brand_protection,ios,26448.55319,16019.67184,43833.50578,7662.666764,4304.50715,1216.973123,33.50823324
2024-01,WE,Poland,apple_search_ads,apple_search_ads,non_brand,ios,44797.30526,26814.3464,4223718.27,5942.004709,3028.216026,1472.272627,47.37449059
2024-01,WE,Poland,display,google,acquisition,android,62402.20338,87559.21801,9619644.218,22153.18906,13034.08922,3105.871917,27.11816959
2024-01,WE,Poland,display,google,acquisition,ios,25185.90302,22751.69334,8581457.229,5418.871603,0.5773280149,904.7535336,36.39740729
2024-01,WE,Poland,display,google,activation,android,7641.358748,30260.11899,6470539.525,295.3282616,157.5216055,257.9612136,38.98844166
2024-01,WE,Poland,paid_social,facebook,acquisition,android,3117.781853,11543.34132,2103178.03,1551.100565,813.2394818,133.8880968,34.08674853
2024-01,WE,Poland,paid_social,facebook,acquisition,ios,1685.780936,4373.242699,1552925.201,154.8322598,1.214861948,59.58892734,35.33748625
2024-01,WE,Poland,paid_social,tiktok,acquisition,android,7100.961275,47213.5867,20211785.94,1917.250285,1324.128196,757.8818705,9.48611476
2024-01,WE,Poland,paid_social,tiktok,acquisition,ios,3247.132755,18980.70126,5707450.066,290.5608691,105.6229054,112.4898264,34.72255049
2024-01,WE,Poland,sem,adwords,brand_protection,web,25353.35143,80409.74606,179223.4101,0.0,134.1767102,1583.863282,18.33175033
2024-01,WE,Poland,sem,adwords,non_brand,web,37166.75879,107125.8892,1246046.932,15.62857387,261.0611817,1715.281972,21.63780385
2024-01,WE,Spain,apple_search_ads,apple_search_ads,brand_protection,ios,91308.60483,35573.87372,95898.37218,14690.09276,7330.292131,2079.994308,47.80498924
2024-01,WE,Spain,apple_search_ads,apple_search_ads,non_brand,ios,234941.6462,142511.5292,31092680.73,26391.47299,12791.70345,7484.414271,45.13448479
2024-01,WE,Spain,display,google,acquisition,android,154393.2428,265864.4599,31890461.26,42519.84991,20283.26693,3777.062199,57.23750975
2024-01,WE,Spain,display,google,acquisition,ios,21781.10518,19729.22038,4381810.034,4065.663365,0.0,439.8586219,63.81096589
2024-01,WE,Spain,display,google,activation,android,17828.21544,61270.56261,10761867.95,239.6628391,219.7922331,380.947453,55.78524277
2024-01,WE,Spain,paid_social,facebook,acquisition,android,2731.776633,15852.32403,2430795.749,1044.600888,203.3380084,50.91125867,60.06513887
2024-01,WE,Spain,paid_social,facebook,acquisition,ios,4037.261439,9991.126689,3947950.034,282.6387021,3.04234174,91.11660209,55.99264053
2024-01,WE,Spain,paid_social,tiktok,acquisition,android,44318.44729,140753.5282,67445844.96,5504.32443,3366.791243,1833.422067,25.34206872
2024-01,WE,Spain,paid_social,tiktok,acquisition,ios,4001.599722,16280.93055,4606310.995,383.6453749,126.6122199,131.5861299,45.57917695
2024-01,WE,Spain,sem,adwords,brand_protection,web,56133.21745,115789.1959,228410.7465,0.0,220.3912003,965.2238699,93.32907463
2024-01,WE,Spain,sem,adwords,non_brand,web,55472.75307,117267.8592,1395404.483,22.04184115,383.2152088,1264.888497,69.45257091
2024-02,AFRICA,Kenya,display,google,acquisition,android,23682.8605,200183.3739,22994271.54,14561.1006,8858.854036,1558.960126,18.05104021
2024-02,AFRICA,Kenya,display,google,acquisition,ios,5313.261551,31518.83652,4640778.609,2008.071462,4.769472259,333.0261795,19.22681527
2024-02,AFRICA,Kenya,display,google,activation,android,1384.187614,21738.04677,2111225.317,52.27353022,80.44807442,71.8558759,20.80287712
2024-02,AFRICA,Kenya,paid_social,facebook,acquisition,android,1865.935291,36352.04963,5667612.991,2175.102119,1407.987867,162.2787405,17.03968334
2024-02,AFRICA,Kenya,paid_social,facebook,acquisition,ios,1323.922159,7527.577997,2349071.922,167.023134,2.422038985,61.86757328,26.729757
2024-02,AFRICA,Kenya,paid_social,facebook,activation,android,1020.578351,12444.96643,2104500.325,46.01589558,72.17555229,52.61027599,22.24352952
2024-02,AFRICA,Kenya,paid_social,snapchat,acquisition,android,360.6496427,4845.725756,508258.1062,50.17542901,28.4621314,6.668969295,68.24906318
2024-02,AFRICA,Kenya,paid_social,snapchat,acquisition,ios,705.3514581,9276.963619,1356732.269,2.381580879,0.0,15.18625482,62.64232764
2024-02,AFRICA,Kenya,sem,adwords,brand_protection,web,959.9399622,6116.276421,13255.55507,4.755254843,23.9716196,81.25160381,17.06783923
2024-02,AFRICA,Kenya,sem,adwords,non_brand,web,5899.235281,21711.77016,173896.9019,0.6288607176,115.6544545,227.3215944,35.67178792
2024-02,AFRICA,Morocco,display,google,acquisition,android,101712.4781,2172465.037,163306412.5,40370.23174,17271.60321,3149.68074,41.87182907
2024-02,AFRICA,Morocco,display,google,acquisition,ios,26550.26751,170232.9029,29575185.95,5567.957003,18.53896515,599.6832243,61.54282669
2024-02,AFRICA,Morocco,display,google,activation,android,3089.623347,88596.55866,5632096.981,108.6193683,409.5413784,206.4997103,16.20137474
2024-02,AFRICA,Morocco,paid_social,facebook,acquisition,android,2901.862319,133519.7026,10128886.86,3260.907937,1335.387374,166.4801637,20.77335093
2024-02,AFRICA,Morocco,paid_social,facebook,acquisition,ios,5128.577736,41828.93277,16491981.07,949.7069355,27.59054126,177.8522821,35.85780746
2024-02,AFRICA,Morocco,paid_social,facebook,activation,android,1270.80898,14529.82911,2813890.706,78.61516623,224.8484598,124.4759506,12.53341334
2024-02,AFRICA,Morocco,paid_social,snapchat,acquisition,ios,2119.455689,44265.04057,5642051.96,13.24682123,5.397044683,35.97349513,75.89270311
2024-02,AFRICA,Morocco,paid_social,tiktok,acquisition,android,3560.201189,58795.1954,14984307.55,1492.364013,945.494631,202.1933851,27.69152162
2024-02,AFRICA,Morocco,paid_social,tiktok,acquisition,ios,3457.731101,25507.63217,7797885.083,635.0536465,105.5135581,115.0282284,40.76102799
2024-02,AFRICA,Morocco,sem,adwords,brand_protection,web,1026.701662,5318.384203,19470.56618,1.228842515,20.9351445,35.9294518,37.02712143
2024-02,AFRICA,Morocco,sem,adwords,non_brand,web,13745.79171,71606.52339,534549.3794,3.002580326,254.5211115,580.3113314,35.22964847
2024-02,AFRICA,Nigeria,display,google,acquisition,android,19464.50085,87476.49849,11836839.97,12610.86988,9077.197608,1447.205915,17.89699818
2024-02,AFRICA,Nigeria,display,google,acquisition,ios,3381.223621,16144.07233,2676373.798,1791.031924,23.41991796,313.6755226,16.75382277
2024-02,AFRICA,Nigeria,display,google,activation,android,1209.144836,13944.24247,2008322.512,15.43036385,101.1626508,60.54876419,23.62720613
2024-02,AFRICA,Nigeria,paid_social,facebook,acquisition,android,1672.410088,31894.34136,5136552.134,2782.56703,2230.434154,172.4797066,12.80587078
2024-02,AFRICA,Nigeria,paid_social,facebook,acquisition,ios,7787.086222,50655.65228,20196134.14,1903.665614,46.6675597,747.0901312,11.2609508
2024-02,AFRICA,Nigeria,paid_social,facebook,activation,android,937.1135279,10759.32696,1727003.857,23.5698193,85.81551604,68.396307,15.13379585
2024-02,AFRICA,Nigeria,paid_social,snapchat,acquisition,ios,2026.484969,81197.3319,9205230.189,23.7861172,3.609767354,158.3803337,16.07216619
2024-02,AFRICA,Nigeria,sem,adwords,brand_protection,web,1157.927908,6013.088009,14621.96171,1.771110091,7.149476104,124.7968413,9.514995038
2024-02,AFRICA,Nigeria,sem,adwords,non_brand,web,4872.189707,21534.96173,149534.6694,7.77779896,73.34485833,337.2954768,16.74208904
2024-02,AFRICA,Tunisia,display,google,acquisition,android,21312.85205,589054.0721,43075495.85,12046.40133,6218.834409,1253.244418,26.49127591
2024-02,AFRICA,Tunisia,display,google,acquisition,ios,8030.968757,74794.56928,10580398.88,2127.754617,10.86269864,371.5797626,30.19717598
2024-02,AFRICA,Tunisia,display,google,activation,android,1920.798146,21442.98205,1899197.011,60.01041557,198.835109,89.35672247,30.81544482
2024-02,AFRICA,Tunisia,paid_social,facebook,acquisition,android,2919.059966,180837.1232,21298119.87,3519.27246,1243.16839,210.7370967,18.38639626
2024-02,AFRICA,Tunisia,paid_social,facebook,acquisition,ios,2255.523577,20365.00396,9857537.763,337.6194779,24.925633,103.6814712,30.28386753
2024-02,AFRICA,Tunisia,paid_social,facebook,activation,android,1535.120235,16623.7622,3866590.155,113.0998805,205.5133231,126.4291402,17.85416456
2024-02,AFRICA,Tunisia,paid_social,snapchat,acquisition,ios,142.488097,2011.073203,290933.9314,0.0,0.0,2.415462119,66.48746003
2024-02,AFRICA,Tunisia,sem,adwords,brand_protection,web,332.9085332,1092.881148,3301.739355,0.0,5.406257023,9.209693789,56.15766434
2024-02,AFRICA,Tunisia,sem,adwords,non_brand,web,1460.210927,7691.889095,59092.2332,0.6114918441,42.31966285,79.31841755,23.07964622
2024-02,ECA,Georgia,display,google,acquisition,android,23186.79314,208031.6463,18812744.42,8536.631316,4139.466877,1361.405224,22.29069412
2024-02,ECA,Georgia,display,google,acquisition,ios,21471.49849,135019.0854,18714731.61,3821.615084,7.834674374,927.9881181,33.83493455
2024-02,ECA,Georgia,display,google,activation,android,1778.406748,16339.78427,1471610.513,45.23443106,110.8715166,67.31794729,40.41100638
2024-02,ECA,Georgia,paid_social,facebook,acquisition,android,625.5169519,21488.59306,1057960.815,497.5016876,150.3317295,40.22872012,19.6789434
2024-02,ECA,Georgia,paid_social,facebook,acquisition,ios,1094.139495,5277.664492,2394176.519,123.0256391,4.919634776,51.0183177,26.9639507
2024-02,ECA,Georgia,sem,adwords,brand_protection,web,1711.938764,5821.750553,16958.95822,0.0,7.81007193,30.13605409,72.12748479
2024-02,ECA,Georgia,sem,adwords,non_brand,web,4329.519513,11697.73753,96516.19967,0.6145997994,32.07916138,80.66050159,74.17124078
2024-02,ECA,Ukraine,apple_search_ads,apple_search_ads,brand_protection,ios,3188.610675,7351.98738,26722.97973,3251.878556,1714.244239,510.5811928,9.90808612
2024-02,ECA,Ukraine,apple_search_ads,apple_search_ads,non_brand,ios,60233.97317,64538.56646,18042477.06,12680.94577,6516.845948,4087.9541,17.514061
2024-02,ECA,Ukraine,display,google,acquisition,android,45501.29999,153180.3509,25269577.48,16285.96733,9617.102726,2072.238179,31.48326775
2024-02,ECA,Ukraine,display,google,acquisition,ios,9073.312584,24644.06044,5009665.878,3961.652003,1.157875875,633.7037116,20.47109642
2024-02,ECA,Ukraine,display,google,activation,android,1168.015542,10653.84983,1542461.911,88.04265649,99.11813908,74.45610763,22.43961898
2024-02,ECA,Ukraine,paid_social,facebook,acquisition,android,727.4921067,13618.7472,835752.7154,659.6971855,243.6256447,33.62529046,28.05429634
2024-02,ECA,Ukraine,paid_social,facebook,acquisition,ios,6132.356241,17244.93584,5667912.338,483.4888691,4.255746929,174.054625,36.35334317
2024-02,ECA,Ukraine,paid_social,facebook,activation,android,589.60552,2266.912078,638126.2058,16.76754742,42.98190334,29.59223094,26.02701649
2024-02,ECA,Ukraine,sem,adwords,brand_protection,web,10477.51142,33607.66184,64809.27089,0.0,88.5963862,651.5175682,19.09826329
2024-02,ECA,Ukraine,sem,adwords,non_brand,web,27441.31338,164955.2999,1322450.647,19.1038417,340.1843857,1520.199444,25.4732745
2024-02,SEE,Croatia,apple_search_ads,apple_search_ads,brand_protection,ios,10829.44855,2121.898381,6234.409384,936.0053068,438.1904624,121.9984945,136.1388563
2024-02,SEE,Croatia,apple_search_ads,apple_search_ads,non_brand,ios,11526.01914,10798.12647,2166711.694,1805.611961,823.0749117,506.0919076,34.84668162
2024-02,SEE,Croatia,display,google,acquisition,android,16936.76372,38031.56506,6600205.965,3862.744087,1717.414583,595.1900826,35.32095846
2024-02,SEE,Croatia,display,google,acquisition,ios,1313.986202,1564.634335,413949.6808,328.5445734,0.0,47.25327401,35.26304644
2024-02,SEE,Croatia,display,google,activation,android,354.4543824,2130.671755,291765.4939,18.17572795,14.40163915,24.17396789,17.90819686
2024-02,SEE,Croatia,paid_social,facebook,acquisition,android,697.2750339,2946.515751,417051.1417,160.9404333,88.70993219,23.48053825,37.43706237
2024-02,SEE,Croatia,paid_social,facebook,acquisition,ios,595.9619929,1176.012473,420793.2454,26.50309124,1.225268418,6.555183002,115.3793078
2024-02,SEE,Croatia,paid_social,facebook,activation,android,431.6463319,451.6705738,125567.0898,2.324721603,5.327350992,4.874956588,95.17023858
2024-02,SEE,Croatia,sem,adwords,brand_protection,web,2201.679326,6899.316972,12898.85842,0.0,14.20550882,90.66086855,25.14776858
2024-02,SEE,Croatia,sem,adwords,non_brand,web,3780.226347,15050.01561,145710.5253,1.182414662,29.29012118,75.52738152,69.47734036
2024-02,SEE,Serbia,display,google,acquisition,android,29497.06878,103756.9798,23925713.63,5737.914719,2520.960474,911.0878283,32.56156553
2024-02,SEE,Serbia,display,google,acquisition,ios,7333.227314,15017.3093,5538920.179,1585.558803,2.415011545,212.035381,35.3718585
2024-02,SEE,Serbia,display,google,activation,android,779.8763073,7724.534612,1232197.078,38.21388036,44.37658432,36.86516455,28.08257894
2024-02,SEE,Serbia,paid_social,facebook,acquisition,android,697.6962642,10460.05369,736146.1949,435.4793071,176.2213703,47.57671786,20.98513107
2024-02,SEE,Serbia,paid_social,facebook,acquisition,ios,567.5279409,2037.837625,794522.4083,61.9631007,0.0,14.02846746,46.09858877
2024-02,SEE,Serbia,sem,adwords,brand_protection,web,8836.303174,15115.60988,28424.22634,0.0,30.7965209,172.9983117,69.47170872
2024-02,SEE,Serbia,sem,adwords,non_brand,web,8736.134078,45795.78483,332256.4027,1.213830518,69.4746455,249.4797299,41.63646042
2024-02,WE,Italy,apple_search_ads,apple_search_ads,brand_protection,ios,92215.73913,30839.37616,74616.79118,13895.89546,8335.208747,2350.712038,47.16928598
2024-02,WE,Italy,apple_search_ads,apple_search_ads,non_brand,ios,226468.0313,119782.4549,17318239.82,15932.04126,8529.796155,4013.287204,89.00287508
2024-02,WE,Italy,display,google,acquisition,android,70227.18963,112135.5377,14368295.93,19738.50746,11231.82877,2462.626204,33.60941235
2024-02,WE,Italy,display,google,acquisition,ios,14197.08871,10035.86821,3293491.363,2457.628565,0.5849349415,291.1323289,72.51328013
2024-02,WE,Italy,display,google,activation,android,2840.124079,14964.88111,2376332.046,216.0578059,85.69679127,85.67988701,44.78663249
2024-02,WE,Italy,paid_social,facebook,acquisition,android,4443.609346,12852.42878,2786869.835,1779.528478,1164.658654,202.7328918,25.31035606
2024-02,WE,Italy,paid_social,facebook,acquisition,ios,6412.880703,15660.34068,4841302.964,585.7992839,10.98500143,176.641897,44.66810725
2024-02,WE,Italy,paid_social,tiktok,acquisition,android,22944.08224,76268.83734,31778283.95,3047.135884,2190.59479,1163.916576,22.23367906
2024-02,WE,Italy,paid_social,tiktok,acquisition,ios,3087.737463,8404.820637,2530125.21,212.9176566,86.70108768,57.32376198,67.54506954
2024-02,WE,Italy,sem,adwords,brand_protection,web,31946.27148,86636.37859,157817.8297,1.19888063,148.9226649,1307.682658,33.80363162
2024-02,WE,Italy,sem,adwords,non_brand,web,23337.835,62256.39962,713618.0809,8.380492159,195.4680864,904.7240217,32.00717515
2024-02,WE,Poland,apple_search_ads,apple_search_ads,brand_protection,ios,24142.28463,12170.20098,32773.35054,6017.886086,3325.278036,954.7204903,38.00355185
2024-02,WE,Poland,apple_search_ads,apple_search_ads,non_brand,ios,42849.74063,21338.67,3616767.113,5206.002727,2572.552636,1267.986877,36.7931655
2024-02,WE,Poland,display,google,acquisition,android,87431.52251,105109.2926,15476582.85,22681.62677,13654.30271,3089.383538,29.63338885
2024-02,WE,Poland,display,google,acquisition,ios,16714.95136,14115.93727,5021789.921,4481.083824,0.0,627.3575026,37.80576313
2024-02,WE,Poland,display,google,activation,android,3620.346544,21155.06343,4067038.533,190.6108649,154.7397465,132.2060164,43.13312531
2024-02,WE,Poland,paid_social,facebook,acquisition,android,3101.890943,9675.129256,1760049.36,1201.94002,706.8373197,115.7145574,33.14043707
2024-02,WE,Poland,paid_social,facebook,acquisition,ios,1576.637713,3339.330792,1275128.735,134.1961637,4.858849426,44.45645684,51.70845449
